,permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
37165,/organization/scurri,Scurri,http://www.scurri.com,|Transportation|Shipping|E-Commerce|, Transportation ," 2,500,000 ",operating,IRL,,IRL - Other,New Ross,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-09-01,2014-01-01
250,/organization/3scan,3Scan,http://www.3scan.com,|Biotechnology|, Biotechnology ," 390,000 ",operating,USA,CA,SF Bay Area,San Francisco,3.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-08-31,2013-07-16
18222,/organization/guidesly,Guidesly,http://www.guidesly.com,|Mobile|Media|Curated Web|, Media , -   ,operating,USA,NY,New York City,New York,1.0,2011-06-06,2011-06,2011-Q2,2011.0,2011-01-01,2011-01-01
10725,/organization/cyactive,CyActive,http://www.cyactive.com,|Software|Security|, Software , -   ,operating,ISR,,ISR - Other,Be'er Sheva,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-09-18,2014-09-18
42088,/organization/tavern,Tavern,http://tavernapp.com,,, -   ,operating,,,,,1.0,,,,,2013-03-21,2013-03-21
22526,/organization/katena,katena,http://katena.com,|Hardware + Software|, Hardware + Software ," 7,500,000 ",operating,USA,NJ,Newark,Denville,1.0,1975-01-01,1975-01,1975-Q1,1975.0,2013-12-23,2013-12-23
24945,/organization/luxim,Luxim,http://luxim.com,|Hardware + Software|, Hardware + Software ," 34,230,131 ",operating,USA,CA,SF Bay Area,Santa Clara,2.0,2000-01-01,2000-01,2000-Q1,2000.0,1999-12-28,2009-04-07
41893,/organization/tamtron,Tamtron,http://tamtrongroup.com/en,,, -   ,,FIN,,Tampere,Tampere,1.0,,,,,2011-09-25,2011-09-25
25361,/organization/manifest-digital,Manifest Digital,http://www.manifestdigital.com,|Consulting|, Consulting ," 15,000,000 ",operating,USA,IL,Chicago,Chicago,2.0,2001-01-01,2001-01,2001-Q1,2001.0,2009-01-26,2014-09-30
24169,/organization/linkage,Linkage,http://www.lnkg.net,|Software|, Software ," 90,019 ",operating,KOR,,Daegu,Daegu,1.0,2013-04-10,2013-04,2013-Q2,2013.0,2013-03-28,2013-03-28
31579,/organization/patron-technology,Patron Technology,http://www.patrontechnology.com,|Music|Sports|Art|Technology|Ticketing|CRM|Enterprise Software|, Enterprise Software ," 3,100,000 ",operating,USA,NY,New York City,New York,2.0,2001-01-01,2001-01,2001-Q1,2001.0,2011-04-08,2012-07-01
48792,/organization/yupiq,YUPIQ,http://yupiq.com,|Film|Sports|Music|Social Media|, Music , -   ,closed,CAN,BC,Vancouver,Victoria,1.0,2011-03-01,2011-03,2011-Q1,2011.0,2011-08-26,2011-08-26
14537,/organization/expopromoter,ExpoPromoter,http://www.expopromoter.org,|Internet Marketing|Events|Curated Web|, Events ," 1,000,000 ",operating,GBR,,London,London,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2011-01-21,2011-01-21
8781,/organization/clipclock,ClipClock,http://clipclock.com,|Social Media|SEO|Video|Curated Web|, Video ," 750,000 ",closed,RUS,,Moscow,Moscow,3.0,2012-02-02,2012-02,2012-Q1,2012.0,2012-01-10,2012-11-07
39596,/organization/somewhere,Somewhere,http://www.somewhere.com,|Shared Services|Career Management|Collaboration|, Collaboration , -   ,operating,DEU,,Berlin,Berlin,2.0,,,,,2012-09-01,2014-01-27
4799,/organization/benefit-mobile-inc,Benefit Mobile,http://www.benefit-mobile.com,|Charter Schools|Gift Card|Mobile Payments|Non Profit|Nonprofits|Mobile|E-Commerce|, Charter Schools ," 550,000 ",operating,,,,,2.0,2012-09-01,2012-09,2012-Q3,2012.0,2013-10-01,2014-09-15
15638,/organization/flowcardia,FlowCardia,http://www.flowcardia.com,|Health Care|, Health Care ," 30,000,000 ",acquired,USA,CA,SF Bay Area,Sunnyvale,1.0,2002-01-01,2002-01,2002-Q1,2002.0,2007-08-30,2007-08-30
1178,/organization/adsquare,adsquare,http://www.adsquare.com,|Analytics|Location Based Services|Ad Targeting|Mobile|, Location Based Services ," 5,700,000 ",operating,DEU,,DEU - Other,Hennigsdorf,2.0,2012-10-01,2012-10,2012-Q4,2012.0,2013-05-01,2014-10-28
26444,/organization/metrixlab,MetrixLab,http://www.metrixlab.com,|Analytics|, Analytics , -   ,operating,USA,CA,SF Bay Area,San Francisco,1.0,1999-07-01,1999-07,1999-Q3,1999.0,2008-10-20,2008-10-20
34627,/organization/r-b-acquisition,R-B Acquisition,,,," 2,500,000 ",operating,USA,IL,Chicago,Skokie,1.0,,,,,2010-02-09,2010-02-09
53241,,,,,,,,,,,,,,,,,,
18277,/organization/h-care,H-care,http://www.h-care.eu,|Chat|Services|3D|Virtual Workforces|Entertainment|CRM|Software|, Software ," 129,590 ",acquired,ITA,,ITA - Other,Montebelluna,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2005-04-01,2005-04-01
36004,/organization/rise,Rise,http://www.rise.us,|Personal Health|Marketplaces|Mobile|, Marketplaces ," 2,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-10-16,2013-10-16
22506,/organization/karuna-pharmaceuticals,Karuna Pharmaceuticals,http://karunapharma.com,|Biotechnology|, Biotechnology ," 600,000 ",operating,USA,MA,Boston,Boston,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-06-09,2011-06-09
37913,/organization/sharing-it,sharing.it,http://sharing.it,|Advertising|, Advertising , -   ,operating,ITA,,Milan,Milan,1.0,,,,,2014-01-19,2014-01-19
46243,/organization/viron-therapeutics,Viron Therapeutics,http://www.vironinc.com,|Biotechnology|, Biotechnology ," 20,000,000 ",operating,GBR,,London,London,1.0,,,,,2006-05-16,2006-05-16
33541,/organization/privategriffe,PrivateGriffe,http://www.privategriffe.com,|Curated Web|, Curated Web ," 5,062,012 ",operating,,,,,2.0,2012-01-01,2012-01,2012-Q1,2012.0,2014-02-02,2014-10-20
29162,/organization/nextly,Nextly,http://nextly.com,|Software|, Software ," 1,500,000 ",operating,USA,MA,Boston,Cambridge,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2013-10-24,2013-10-24
43315,/organization/tiller,Tiller,http://www.tillerllc.com,,, -   ,operating,USA,NY,New York City,New York,1.0,,,,,2012-11-01,2012-11-01
17359,/organization/glossi-inc,"Glossi, Inc",http://slipp.in/,|Media|News|Digital Media|Publishing|Advertising|, Publishing , -   ,,USA,CA,Los Angeles,Santa Monica,1.0,2013-02-01,2013-02,2013-Q1,2013.0,2012-10-01,2012-10-01
38622,/organization/site-organic,Site Organic,,,," 600,000 ",operating,USA,TN,Knoxville,Knoxville,1.0,,,,,2012-09-01,2012-09-01
2066,/organization/alta-analog,Alta Analog,http://alta-analog.com,|Semiconductors|, Semiconductors ," 1,700,000 ",operating,USA,CA,SF Bay Area,Campbell,1.0,,,,,2011-05-12,2011-05-12
25062,/organization/mach-1-development,Mach 1 Development,http://www.mach1development.com,|Cyber Security|, Cyber Security ," 1,500,000 ",operating,USA,TX,Austin,Austin,2.0,2007-01-01,2007-01,2007-Q1,2007.0,2013-02-21,2013-10-17
31863,/organization/peopledoc,PeopleDoc,http://people-doc.com,|SaaS|Human Resources|Innovation Engineering|Education|, Innovation Engineering ," 19,479,335 ",operating,USA,NY,New York City,New York,2.0,2013-01-01,2013-01,2013-Q1,2013.0,2012-03-20,2014-05-15
46689,/organization/vow-to-be-chic,Vow To Be Chic,http://www.vowtobechic.com,|Designers|Fashion|, Fashion , -   ,operating,,,,,1.0,,,,,2014-04-01,2014-04-01
30075,/organization/ogorod,Ogorod,http://www.ogorod.com,|Location Based Services|Interest Graph|Social Media|, Social Media ," 1,400,000 ",closed,RUS,,Moscow,Moscow,2.0,2009-03-08,2009-03,2009-Q1,2009.0,2009-03-08,2011-09-13
12400,/organization/drywave,Drywave,,,, -   ,operating,,,,,1.0,,,,,2013-07-12,2013-07-12
8780,/organization/clipcard,ClipCard,http://clipcard.com/,|Analytics|Software|, Analytics ," 12,000,000 ",operating,USA,WA,Seattle,Seattle,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-03-28,2014-08-19
19773,/organization/iconix-brand-group,ICONIX BRAND GROUP,http://www.iconixbrand.com,|Fashion|, Fashion ," 8,000,000 ",operating,USA,NY,New York City,New York,1.0,2005-01-01,2005-01,2005-Q1,2005.0,2009-05-04,2009-05-04
43121,/organization/this-technology,"THIS TECHNOLOGY, Inc.",http://thistech.com,|Software|, Software ," 7,500,000 ",operating,USA,CO,Denver,Denver,1.0,2006-01-01,2006-01,2006-Q1,2006.0,2012-11-15,2012-11-15
48796,/organization/xiangfan-yu-qing-electric-vehicle-co,Yuqing Electric,http://www.yqps.net,|Automotive|, Automotive ," 12,578,616 ",operating,CHN,,CHN - Other,Xiangyang,1.0,,,,,2011-11-01,2011-11-01
22051,/organization/jk-biopharma-solutions,JK BioPharma Solutions,http://jkbiopharma.com,|Health and Wellness|, Health and Wellness ," 50,000 ",operating,USA,MD,"Washington, D.C.",Potomac,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2013-10-29,2013-10-29
6490,/organization/broota,Broota,http://broota.com,|Startups|Social Network Media|Impact Investing|Crowdfunding|, Social Network Media ," 374,000 ",operating,CHL,,Santiago,Santiago,3.0,2012-06-01,2012-06,2012-Q2,2012.0,2013-01-15,2013-12-17
12236,/organization/dr-jerrys-smooth-move,Dr. Jerry's Smooth Move,,|Hospitality|, Hospitality , -   ,operating,USA,AR,Fayetteville,Fayetteville,1.0,2008-08-01,2008-08,2008-Q3,2008.0,2008-11-24,2008-11-24
49409,/organization/zyb,ZYB,http://zyb.com,|Social Network Media|Networking|Mobile|, Social Network Media ," 3,845,100 ",acquired,DNK,,Copenhagen,Copenhagen,2.0,,,,,2005-01-01,2006-09-01
13652,/organization/enlink-geoenergy,EnLink Geoenergy Services,http://www.enlinkgeoenergy.com,|Clean Technology|, Clean Technology ," 33,000,000 ",operating,USA,CA,CA - Other,Rancho Dominguez,2.0,,,,,2008-05-19,2011-02-14
43266,/organization/tidal,Tidal,http://tid.al,|Marketplaces|Advertising Exchanges|Publishing|Social Media|Sales and Marketing|Content|, Marketplaces ," 500,000 ",operating,,,,,2.0,2011-08-01,2011-08,2011-Q3,2011.0,2009-01-01,2014-02-02
10769,/organization/cyclos-semiconductor,Cyclos Semiconductor,http://cyclos-semi.com,|Semiconductors|, Semiconductors ," 1,062,841 ",operating,USA,CA,SF Bay Area,Berkeley,1.0,2004-01-01,2004-01,2004-Q1,2004.0,2009-08-06,2009-08-06
33888,/organization/provenance-biopharmaceuticals,Provenance Biopharmaceuticals,http://www.provenancebio.com,|Biotechnology|, Biotechnology ," 8,000,000 ",operating,USA,MA,Boston,Waltham,1.0,,,,,2011-12-22,2011-12-22
48443,/organization/yassets,Yassets,,|Networking|, Networking , -   ,operating,USA,CA,Los Angeles,Los Angeles,1.0,2011-07-23,2011-07,2011-Q3,2011.0,2011-07-23,2011-07-23
20092,/organization/imagineoptix,ImagineOptix,http://www.imagineoptix.com,|Manufacturing|, Manufacturing ," 5,039,941 ",operating,USA,NC,Raleigh,Raleigh,3.0,2004-01-01,2004-01,2004-Q1,2004.0,2009-09-11,2013-01-09
44597,/organization/tvdeck,TVDeck,http://tvdeck.com,|Video|Curated Web|, Curated Web ," 250,000 ",closed,,,,,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-01-01
18270,/organization/gynzy-2,Gynzy,http://www.gynzy.com/en/corporate/,|Information Technology|Education|, Education , -   ,,NLD,,Eindhoven,Eindhoven,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2012-01-01,2012-01-01
14165,/organization/evariant,eVariant,http://www.evariant.com,|Business Services|Medical|Hospitals|Health Care|, Hospitals ," 27,700,000 ",operating,USA,CT,Hartford,Farmington,4.0,2008-10-29,2008-10,2008-Q4,2008.0,2011-11-21,2014-05-02
51585,,,,,,,,,,,,,,,,,,
20464,/organization/infineta-systems,Infineta Systems,http://www.riverbed.com/how-to-buy/technology-migration/contact-sales-infineta.html,|Software|, Software ," 30,000,000 ",closed,USA,CA,SF Bay Area,San Jose,2.0,2008-01-01,2008-01,2008-Q1,2008.0,2010-05-07,2011-06-06
4558,/organization/bds-com-au,BDS.com.au,http://www.bds.com.au,|E-Commerce|, E-Commerce ," 467,289 ",operating,AUS,,Brisbane,Brisbane,1.0,2013-12-01,2013-12,2013-Q4,2013.0,2014-04-20,2014-04-20
43073,/organization/think-realtime,Think Realtime,http://thinkrealtime.com,|Advertising|, Advertising ," 200,000 ",operating,USA,NJ,Newark,Edison,1.0,2009-01-01,2009-01,2009-Q1,2009.0,2011-05-12,2011-05-12
37823,/organization/shaker,Shaker,http://www.atshaker.com,|Natural Resources|Real Time|Social Media|, Natural Resources ," 18,000,000 ",operating,ISR,,ISR - Other,,3.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-07-01,2011-10-01
28243,/organization/naehas,Naehas,http://www.naehas.com,|SaaS|Email|Postal and Courier Services|Automotive|Sales and Marketing|Enterprise Software|, SaaS ," 970,000 ",operating,USA,CA,SF Bay Area,Palo Alto,1.0,,,,,2014-02-10,2014-02-10
10120,/organization/coupoption-inc,CoupOption,http://www.CoupOption.com,|Public Relations|, Public Relations , -   ,operating,USA,WY,Cheyenne,Cheyenne,1.0,2012-03-08,2012-03,2012-Q1,2012.0,2013-04-11,2013-04-11
29664,/organization/nqmobile,NQ Mobile Inc.,http://cn.nq.com,|Mobile Security|Privacy|Mobile|Apps|Android|Software|, Software ," 10,000,000 ",operating,USA,TX,Dallas,Dallas,6.0,2005-10-04,2005-10,2005-Q4,2005.0,2007-12-01,2013-07-09
22807,/organization/kindling,Kindling,http://www.kindlingapp.com,|Manufacturing|Publishing|Software|, Publishing ," 2,300,000 ",operating,USA,NY,New York City,New York,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2012-10-03,2012-10-03
1135,/organization/adomo,Adomo,http://www.adomo.com,|Messaging|, Messaging ," 22,000,000 ",acquired,USA,CA,SF Bay Area,Cupertino,2.0,1999-08-01,1999-08,1999-Q3,1999.0,1999-11-01,2007-06-28
26456,/organization/metropolist,Metropolist,http://www.metropolist.com,|Curated Web|Semantic Search|, Semantic Search ," 190,000 ",operating,USA,NY,New York City,New York,2.0,2012-07-01,2012-07,2012-Q3,2012.0,2012-08-02,2013-06-03
19705,/organization/ibox,ibox Holding Limited,http://www.iboxmpos.com,|Mobile|Credit Cards|Mobile Payments|E-Commerce|, Mobile ," 1,000,000 ",operating,HKG,,Hong Kong,Hong Kong,1.0,2012-02-20,2012-02,2012-Q1,2012.0,2014-09-01,2014-09-01
6797,/organization/c-sam,C-sam,http://www.c-sam.com,|Marketplaces|Security|Point of Sale|Mobile Payments|, Mobile Payments ," 2,000,000 ",acquired,USA,IL,Chicago,Chicago,1.0,1998-01-01,1998-01,1998-Q1,1998.0,2011-04-11,2011-04-11
21414,/organization/iora-health,Iora Health,http://www.iorahealth.com,|Health and Wellness|, Health and Wellness ," 20,250,000 ",operating,USA,MA,Boston,Cambridge,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-10-24,2013-04-17
20184,/organization/imnish,Imnish,,,," 20,000 ",operating,USA,TN,Nashville,Nashville,1.0,,,,,2013-09-01,2013-09-01
17477,/organization/gogii-games,Gogii Games,http://www.gogiigames.com,|Games|, Games ," 8,150,000 ",operating,CAN,ON,Moncton,Moncton,1.0,,,,,2009-12-30,2009-12-30
12726,/organization/ebio,Ebio,http://www.e-bio.biz/,|Clean Technology|, Clean Technology , -   ,operating,USA,TX,Houston,Houston,1.0,2014-03-24,2014-03,2014-Q1,2014.0,2014-09-24,2014-09-24
13973,/organization/escapeer-com,Escapeer.com,http://www.escapeer.com,|Online Reservations|Sports|Adventure Travel|Curated Web|, Curated Web ," 250,000 ",operating,USA,NY,New York City,New York,1.0,2008-03-01,2008-03,2008-Q1,2008.0,2008-04-10,2008-04-10
46736,/organization/vr1,VR1,http://vr1med.com,|Biotechnology|, Biotechnology ," 2,389,279 ",operating,USA,NY,New York City,New York,4.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-11-07,2014-09-16
3306,/organization/arsenal-medical,Arsenal Vascular,http://www.arsenalmedical.com,|Biotechnology|, Biotechnology ," 28,000,000 ",operating,USA,MA,Boston,Watertown,5.0,2005-01-01,2005-01,2005-Q1,2005.0,2010-01-14,2011-10-26
32665,/organization/playboox,Playboox,http://www.playboox.com,|Software|, Software ," 3,250,000 ",operating,USA,CA,SF Bay Area,San Francisco,2.0,,,,,2008-06-19,2009-04-01
11683,/organization/digital-fortress,Digital Fortress,http://www.dfcolo.com,,, -   ,operating,USA,WA,Seattle,Seattle,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2012-01-01,2012-01-01
30724,/organization/opttown,OptTown,http://corp.opttown.com,,," 100,000 ",operating,USA,CA,SF Bay Area,Pleasanton,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-07-01,2012-07-01
40107,/organization/splitgigs,SplitGigs,http://www.splitgigs.com,|Nightclubs|Finance|Music|Social Media|, Music ," 129,320 ",operating,ITA,,Bergamo,Bergamo,3.0,2009-12-08,2009-12,2009-Q4,2009.0,2009-09-01,2013-03-18
24388,/organization/livestories,LiveStories,http://www.LiveStories.com,|Big Data|Data Mining|Data Visualization|, Data Visualization ," 118,000 ",operating,USA,WA,Seattle,Seattle,1.0,2013-01-01,2013-01,2013-Q1,2013.0,2014-11-14,2014-11-14
34206,/organization/qbix,Qbix,http://qbix.com,|Apps|Contact Management|Social Media|Internet|Software|, Apps ," 107,000 ",operating,,,,,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-09-15,2011-09-15
8189,/organization/choosly,Choosly,http://www.choosly.com,|Shoes|Sports|, Sports ," 29,358 ",operating,AUS,,Sydney,Newcastle,1.0,2013-05-01,2013-05,2013-Q2,2013.0,2013-06-14,2013-06-14
40867,/organization/streamline-alliance,Streamline Alliance,http://www.streamline-alliance.com,|Procurement|, Procurement ," 1,000,000 ",operating,USA,FL,Jacksonville,Kenansville,1.0,1999-01-05,1999-01,1999-Q1,1999.0,2008-01-01,2008-01-01
12819,/organization/ecoeridania,EcoEridania,http://www.ecoeridania.it,|Manufacturing|, Manufacturing ," 14,250,000 ",operating,ITA,,ITA - Other,Arenzano,1.0,,,,,2011-08-12,2011-08-12
1007,/organization/arkli,AddIn Social,http://www.addinsocial.com,|Email Marketing|Sales and Marketing|Internet Marketing|Social Media Marketing|Social Media|Software|, Social Media ," 54,493 ",closed,CAN,ON,Ottawa,Ottawa,2.0,2010-12-01,2010-12,2010-Q4,2010.0,2010-01-01,2011-04-15
30244,/organization/on2,On2 Technologies,http://www.on2.com,|SaaS|Content|Video|Software|, SaaS ," 5,240,000 ",acquired,USA,NY,"Albany, New York",Clifton Park,1.0,1992-01-01,1992-01,1992-Q1,1992.0,2005-01-10,2005-01-10
49433,/organization/zzish,Zzish,http://www.zzish.com,|Analytics|Gamification|Developer APIs|iOS|Android|Education|, Education ," 320,000 ",operating,GBR,,London,London,1.0,2013-01-28,2013-01,2013-Q1,2013.0,2014-03-24,2014-03-24
39937,/organization/specifiedby,SpecifiedBy,http://specifiedby.com,|Sales and Marketing|Lead Generation|B2B|Architecture|Construction|Analytics|, Architecture ," 189,406 ",operating,,,,,1.0,2013-03-01,2013-03,2013-Q1,2013.0,2014-04-02,2014-04-02
49426,/organization/zynga,Zynga,http://www.zynga.com,|Technology|Facebook Applications|Networking|Games|, Technology ," 866,550,786 ",operating,USA,CA,SF Bay Area,San Francisco,9.0,2007-07-01,2007-07,2007-Q3,2007.0,2007-01-01,2011-02-18
12623,/organization/earlydoc,EarlyDoc,http://earlydoc.com,|Mobile|Health and Wellness|, Health and Wellness , -   ,closed,NLD,,Amsterdam,Amsterdam,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2012-01-01,2012-01-01
33422,/organization/price-interactive,Price Interactive,,,, -   ,acquired,USA,MA,Boston,Burlington,1.0,1996-01-01,1996-01,1996-Q1,1996.0,1998-06-02,1998-06-02
5125,/organization/bind-therapeutics,BIND Therapeutics,http://bindtherapeutics.com,|Health Care|Biotechnology|, Health Care ," 121,847,684 ",operating,USA,MA,Boston,Cambridge,5.0,2006-01-01,2006-01,2006-Q1,2006.0,2010-06-29,2013-09-20
33355,/organization/presenceid,PresenceID,,|Internet of Things|Data Integration|IaaS|SaaS|Mobile Enterprise|Enterprise Application|Information Security|Network Security|Unifed Communications|Analytics|Big Data|Cloud Management|Identity Management|, Network Security ," 4,500,000 ",closed,USA,UT,Salt Lake City,Salt Lake City,1.0,2005-03-03,2005-03,2005-Q1,2005.0,2005-03-03,2005-03-03
32892,/organization/pogoapp,Pogoapp,http://www.pogoapp.com,|Software|Web Development|PaaS|Web Hosting|, Web Development ," 40,000 ",operating,USA,DE,"Wilmington, Delaware",Wilmington,1.0,2011-06-01,2011-06,2011-Q2,2011.0,2013-08-23,2013-08-23
16630,/organization/gclabs-gamechanger-labs,GCLABS (Gamechanger LABS),http://info.gclabsinc.com,|Social Media|, Social Media ," 3,800,000 ",operating,,,,,1.0,,,,,2012-12-18,2012-12-18
42507,/organization/testbook-com,Testbook.com,http://testbook.com,|K-12 Education|Education|, K-12 Education ," 200,000 ",operating,IND,,Mumbai,Mumbai,1.0,2013-04-01,2013-04,2013-Q2,2013.0,2014-10-29,2014-10-29
28565,/organization/nebo-ru,Nebo.ru,http://nebo.ru,|Fashion|Jewelry|E-Commerce|, Jewelry ," 2,000,000 ",operating,RUS,,Moscow,Moscow,2.0,,,,,2013-11-27,2013-12-15
26346,/organization/met-tech,MET Tech,http://mettechnology.com,|Manufacturing|, Manufacturing ," 175,000 ",operating,USA,NJ,Newark,Jersey City,1.0,2003-01-01,2003-01,2003-Q1,2003.0,2008-12-05,2008-12-05
39096,/organization/smrxt,SMRxT,http://smrxt.com,|Health and Wellness|, Health and Wellness ," 1,359,620 ",operating,USA,NY,New York City,New York,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2010-01-08,2010-01-08
54218,,,,,,,,,,,,,,,,,,
44853,/organization/ui-link,Ui Link,,,," 800,000 ",operating,USA,TN,Nashville,Nashville,1.0,,,,,2012-11-01,2012-11-01
22471,/organization/kapture,Kapture,http://www.kaptu.re,|Location Based Services|Photo Sharing|Apps|Mobile|, Mobile ," 1,500,000 ",operating,USA,NY,New York City,Brooklyn,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-03-22,2013-03-22
